Path|Author|Date|Size
./gemini.md|Audit Agent|2026-02-18 15:04:08 +0500|      42
./neon_forensic_audit_report.md|Audit Agent|2026-02-17 15:46:25 +0500|      68
./ops/load-testing/README.md|Audit Agent|2026-02-02 13:16:59 +0500|      80
./plans/antigravity-full-alignment-plan.md|Audit Agent|2026-02-15 17:42:08 +0500|     651
./plans/architecture-improvement-plan.md|Audit Agent|2026-02-15 00:32:47 +0500|     474
./plans/cms-audit-plan.md|Audit Agent|2026-02-15 17:42:08 +0500|     498
./plans/homepage_forensic_audit_plan.md|Audit Agent|2026-02-17 15:46:25 +0500|     249
./plans/manufacturing-page-remediation-plan.md|Audit Agent|2026-02-25 22:23:16 +0500|     800
./plans/manufacturing-page-testing-plan.md|Audit Agent|2026-02-25 22:23:16 +0500|     339
./plans/qa-validation-plan.md|Audit Agent|2026-02-25 22:23:16 +0500|     307
./plans/tailwind-v4-migration-audit-report.md|Audit Agent|2026-02-17 15:46:25 +0500|    1404
./plans/testing-coverage-implementation-plan.md|Audit Agent|2026-02-15 00:32:47 +0500|     285
./plans/wcag-2.1-aa-accessibility-implementation-plan.md|Audit Agent|2026-02-15 00:32:47 +0500|     672
./playwright-report/data/5b8539f2afc253925cff13b747606edfdf10b3bf.md|||     108
./progress.md|Audit Agent|2026-02-15 13:14:44 +0500|      11
./server/docs/database-performance.md|Audit Agent|2026-02-13 13:02:41 +0500|      71
./server/migrations/optimizations/README.md|Audit Agent|2025-12-29 23:11:28 +0500|     177
./task_plan.md|Audit Agent|2026-02-15 13:14:44 +0500|      25
./test-results/accessibility-Accessibilit-80616-no-accessibility-violations-chromium/error-context.md|||     108
